SystemDate,AccountNumber,OfficeRR,Currency,SecurityType,Symbol,CUSIP,Sedol,SecurityDescription,ClosingPrice,factor,Rate,TradeQuantity,SettleQuantity,TradeMarketValue,SettleMarketValue,TodayUnrealizedPL,TodayRealizedPL,TodayCouponInterest,TodayFundingInterest,TodayTotalPL,MTDUnrealizedPL,MTDRealizedPL,MTDCouponInterest,MTDFundingInterest,MTDTotalPL,YTDUnrealizedPL,YTDRealizedPL,YTDCouponInterest,YTDFundingInterest,YTDTotalPL,RATING,Margin Requirements
8/21/2023,66TX0063,TX23,USD,Corporate Bonds,,767754CK8,BKKK6B2,RITE AID CORP 7.500% 07/01/25 RULE 144A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,156.25,0.0,156.25,A-,0.0
8/21/2023,66TX0063,TX23,USD,Corporate Bonds,,96208LAA9,BFN22B2,WEWORK COS INC 7.875% 05/01/25 RULE 144A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,183.75,0.0,183.75,B-,0.0
8/21/2023,66TX0063,TX23,USD,Corporate Bonds,,C94143AL5,,VALEANT PHARMACEUTICALS INTL 5.500% 11/01/25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,106.9445,0.0,106.9445,CCC+,0.0
8/21/2023,66TX0063,TX23,USD,Corporate Bonds,,U13077AM1,,CALUMET SPECIALTY PRODUCTS PAR 9.750% 07/15/28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,270.8332,0.0,270.8332,A,0.0
8/21/2023,66TX0063,TX23,USD,,,U23888AE7,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,154.1666,0.0,154.1666,A,
8/21/2023,66TX0063,TX23,USD,Corporate Bonds,,U4949EAA0,BMCLTX0,KLX ENERGY SERVICES HOLDINGS 11.500% 11/01/25,95.37,0.01,11.5,50000.0,50000.0,47685.0,47685.0,0.0,0.0,15.9722,0.0,15.9722,0.0,0.0,127.7777,0.0,127.7777,0.0,0.0,127.7777,0.0,127.7777,BBB,4768.5
8/21/2023,66TX0063,TX23,USD,Corporate Bonds,,U96217AA9,BG45079,WEWORK COS INC 7.875% 05/01/25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,218.75,0.0,218.75,0.0,0.0,530.25,0.0,530.25,AAA,0.0
8/21/2023,66TX0069,TX24,USD,Corporate Bonds,,878155AE0,BFZ2JD1,TEAM INC 5.000% 08/01/23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-251.3194,0.0,-251.3194,A+,0.0
8/21/2023,66TX0072,TX23,USD,Corporate Bonds,,35640YAA5,BF57XM3,FREEDOM MORTGAGE CORPORATION 8.125% 11/15/24 RULE 144A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,178.75,0.0,178.75,B-,0.0
8/21/2023,66TX0072,TX23,USD,Corporate Bonds,,35640YAB3,BF0YND0,FREEDOM MORTGAGE CORPORATION 8.250% 04/15/25 RULE 144A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0,0.0,44.0,BB-,0.0
8/21/2023,66TX0095,TX23,USD,Corporate Bonds,,35640YAA5,BF57XM3,FREEDOM MORTGAGE CORPORATION 8.125% 11/15/24 RULE 144A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,194.0971,0.0,194.0971,B+,0.0
8/21/2023,66TX0111,TX26,USD,Corporate Bonds,,71654QCC4,BD3NBC5,PETROLEOS MEXICANOS 6.750% 09/21/47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,375.0,0.0,375.0,BB-,0.0
8/21/2023,66TX0111,TX26,USD,Treasury Notes,,91282CEJ6,BMXW6J7,US TREAS NTS 4YR 10 MONTH MATURITY 04/15/27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,196.772,0.0,196.772,BBB+,
8/21/2023,66TX0114,TX26,USD,Corporate Bonds,,458140CK4,BMX7HC2,INTEL CORP SR NT 5.9%63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,221.25,0.0,221.25,B+,0.0
8/21/2023,66TX0114,TX26,USD,Corporate Bonds,,459200BB6,B8DFHD9,INTERNATIONAL BUSINESS MACHS 5.875% 11/29/32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-83.2292,0.0,-83.2292,CCC+,0.0
8/21/2023,66TX0114,TX26,USD,Corporate Bonds,,92343VBT0,BF320B8,VERIZON COMMUNICATIONS INC 6.550% 09/15/43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-36.3888,0.0,-36.3888,0.0,0.0,-36.3888,0.0,-36.3888,A+,0.0
8/21/2023,66TX0116,TX26,USD,Treasury Notes,,91282CGC9,BMCVF10,US TREAS NOTE 5 YEAR MATURITY 12/31/27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,103.8329,0.0,103.8329,BBB-,
8/21/2023,66TX0116,TX26,USD,Treasury Notes,,91282CGH8,BL6BW07,US TREAS NOTE 5 YEAR MATURITY 01/31/28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,599.4475,0.0,599.4475,AA,
8/21/2023,66TX0116,TX26,USD,Treasury Notes,,91282CGP0,BMTY6H5,US TREAS NOTE 5 YEAR MATURITY 02/29/28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,105.4348,0.0,105.4348,CC,
8/21/2023,66TX0121,TX24,USD,Corporate Bonds,,369604BQ5,,GENERAL ELECTRIC CO VAR 02/21/67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,246.7222,0.0,246.7222,0.0,0.0,246.7222,0.0,246.7222,BBB+,0.0
8/21/2023,66TX0121,TX24,USD,Corporate Bonds,,74251VAL6,,PRINCIPAL FINL GROUP INC VAR 05/15/55 DO NOT USE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,102.3591,0.0,102.3591,C,0.0
8/21/2023,66TX0124,TX24,USD,Corporate Bonds,,25470XAL9,B9WGB72,DISH DBS CORP 5.000% 03/15/23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.4167,0.0,35.4167,B-,0.0
8/21/2023,66TX0124,TX24,USD,Corporate Bonds,,26885BAD2,,EQT MIDSTREAM PARTNERS LP 0.000% 07/15/23 DO NOT USE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,158.993,0.0,158.993,CCC,0.0
8/21/2023,66TX0124,TX24,USD,Corporate Bonds,,69073TAR4,BZ56Z57,OWENS-BROCKWAY GLASS CONTAINER 5.875% 08/15/23 RULE 144A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,653.4305,0.0,653.4305,CC,0.0
8/21/2023,66TX0124,TX24,USD,Corporate Bonds,,69889MAA0,,PAR PETROLEUM LLC / PAR PETR 7.750% 12/15/25 RULE 144A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86.1111,0.0,86.1111,BBB+,0.0
8/21/2023,66TX0124,TX24,USD,Corporate Bonds,,733174AK2,,POPULAR INC 6.125% 09/14/23 DO NOT USE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,415.1389,0.0,415.1389,BB,0.0
8/21/2023,66TX0124,TX24,USD,Corporate Bonds,,88167AAD3,BD3GP22,TEVA PHARMACEUTICAL FIN NETH 2.800% 07/21/23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.3889,0.0,49.3889,BB-,0.0
8/21/2023,66TX0286,TX24,USD,Municipal Bonds,,74526QKX9,,PUERTO RICO ELEC PWR AUTH PWR PWR REV BDS              TT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,25.0,CCC-,0.0
8/21/2023,66TX0288,TX24,USD,Convertible Corporate Bonds,,530715AG6,2519311,LIBERTY MEDIA CORP SR EXCH DEB 4%29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.5556,0.0,5.5556,AA-,0.0
8/21/2023,66TX0296,TX24,USD,Corporate Bonds,,53069QAB5,,LIBERTY LATIN AMERICA LTD 2.000% 07/15/24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0556,0.0,2.0556,B-,0.0
8/21/2023,66TX0301,TX26,USD,Corporate Bonds,,53944YAV5,,LLOYDS BANKING GROUP PLC VAR 03/06/73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,111.1111,0.0,111.1111,A,0.0
8/21/2023,66TX0305,TX24,USD,Corporate Bonds,,369604BQ5,,GENERAL ELECTRIC CO VAR 02/21/67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,246.7222,0.0,246.7222,0.0,0.0,246.7222,0.0,246.7222,BB-,0.0
8/21/2023,66TX0313,TX26,USD,Corporate Bonds,,02005NBS8,BMZPG72,ALLY FINL INC SUB NT SUB NT 6.7%33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-279.1667,0.0,-279.1667,CCC+,0.0
8/21/2023,66TX0313,TX26,USD,Corporate Bonds,,06675FBB2,,BANQUE FED DU CRED MUTUEL 5.790% 07/13/28 RULE 144A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-160.8333,0.0,-160.8333,CC,0.0
8/21/2023,66TX0313,TX26,USD,Corporate Bonds,,61747YFB6,BL0NRR1,MORGAN STANLEY SUB NT FIXED RA TE RESET,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-826.1111,0.0,-826.1111,A,0.0
8/21/2023,66TX0313,TX26,USD,Treasury Notes,,91282CGC9,BMCVF10,US TREAS NOTE 5 YEAR MATURITY 12/31/27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,103.8329,0.0,103.8329,BBB-,
8/21/2023,66TX0313,TX26,USD,Treasury Notes,,91282CGH8,BL6BW07,US TREAS NOTE 5 YEAR MATURITY 01/31/28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,599.4475,0.0,599.4475,BBB+,
8/21/2023,66TX0369,TX24,USD,Convertible Corporate Bonds,,09257WAE0,BMZQQW0,BLACKSTONE MORTGAGE TRUST INC 5.500% 03/15/27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,588.9583,0.0,588.9583,A-,0.0
8/21/2023,66TX0369,TX24,USD,Convertible Corporate Bonds,,95790DAD7,BNYDKF0,WESTERN ASSET MORTGAGE CAPITAL 6.750% 09/15/24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-131.25,0.0,-131.25,AA-,0.0
8/21/2023,66TX0380,TX26,USD,Corporate Bonds,,71647NBH1,BMX3690,PETROBRAS GLBL FIN B V 5.600% 01/03/31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-700.0,0.0,-700.0,BBB,0.0
8/21/2023,66TX0475,TX23,USD,Corporate Bonds,,04010LAX1,BKKDHD0,ARES CAP CORP 4.200% 06/10/24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.8333,0.0,40.8333,AAA,0.0
8/21/2023,66TX0475,TX23,USD,Corporate Bonds,,21036PBN7,BQB3P60,CONSTELLATION BRANDS INC 0.000% 02/02/26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,138.8889,0.0,138.8889,D,0.0
8/21/2023,66TX0475,TX23,USD,Corporate Bonds,,375558BF9,,GILEAD SCIENCES INC 3.650% 03/01/26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,233.1945,0.0,233.1945,BB,0.0
8/21/2023,66TX0475,TX23,USD,Corporate Bonds,,64110LAG1,,NETFLIX INC 5.750% 03/01/24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1277.7778,0.0,1277.7778,D,0.0
8/21/2023,66TX0475,TX23,USD,Corporate Bonds,,778296AA1,BZ1BBG9,ROSS STORES INC 3.375% 09/15/24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,210.9375,0.0,210.9375,AA+,0.0
8/21/2023,66TX0480,TX24,USD,Corporate Bonds,,05351XAB7,,AVAYA HLDGS CORP 2.250% 06/15/23 DO NOT USE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.125,0.0,28.125,BB-,0.0
8/21/2023,66TX0545,TX27,USD,Municipal Bonds,,248297BU6,,DENHAM SPRINGS-LIVINGSTON HSG SING FAM MORT REV BDS    2007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3938,0.0,1.3938,D,0.0
8/21/2023,66TX0545,TX27,USD,Mortgage-Backed and Government Agencies,,3134GX4N1,BPJKRR1,FEDERAL HOME LN MTG CORP 5.270% 10/27/25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5134,0.0,3.5134,A-,
8/21/2023,66TX0545,TX27,USD,Municipal Bonds,,452152KQ3,,ILLINOIS ST GO BDS                   2012B,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.4169,0.0,13.4169,A-,0.0
8/21/2023,66TX0545,TX27,USD,Municipal Bonds,,645913AA2,,NEW JERSEY ECONOMIC DEV AUTH S REV BDS                  1997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4084,0.0,0.4084,BBB,0.0
8/21/2023,66TX0545,TX27,USD,Money Market,,69355NBH7,,PNC BK NATL ASSN WILMINGTON DE 4.650% 08/23/23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.637,0.0,0.637,A+,
8/21/2023,66TX0545,TX27,USD,Municipal Bonds,,704387AF6,,PAYNE CNTY OKLA ECONOMIC DEV A REV BDS                  A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,198.6112,0.0,198.6112,0.0,0.0,198.6112,0.0,198.6112,BB+,0.0
8/21/2023,66TX0545,TX27,USD,Corporate Bonds,,79745AAY7,,SAN DIEGO SEASIDE CHURCH OF 6.250% 03/01/38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.3888,0.0,-1.3888,B,0.0
8/21/2023,66TX0545,TX27,USD,Money Market,,82669GDR2,,SIGNATURE BK NEW YORK N Y 3.100% 02/05/24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2548,0.0,0.2548,BBB,
8/21/2023,66TX0545,TX27,USD,Mortgage-Backed and Government Agencies,,911759HM3,,HOUSING URBAN DEVELOPMENT 6.010% 08/01/24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.6728,0.0,3.6728,B-,
8/21/2023,66TX0545,TX27,USD,Collateralized Debt Obligations,,911760LH7,,USVA VENDEE MTGE TR 1998-1 2-E TRANCHE 2-E    TRANCHE  2-E,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.4444,0.0,19.4444,AA-,
8/21/2023,66TX0545,TX27,USD,Corporate Bonds,,G3812TAA9,,GENERAL SHOPPING INVTS LTD VAR 02/21/67,10.0,0.01,0.0,20000.0,20000.0,2000.0,2000.0,0.0,0.0,9.6211,0.0,9.6211,0.0,0.0,9.6211,0.0,9.6211,0.0,0.0,9.6211,0.0,9.6211,B+,600.0
8/21/2023,66TX0547,TX26,USD,Corporate Bonds,,37959GAD9,BRRH8V9,GLOBAL ATLANTIC FIN CO SR 144A NT 33 RULE 144A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-110.4167,0.0,-110.4167,AA,0.0
8/21/2023,66TX0547,TX26,USD,Corporate Bonds,,469814AB3,BQ1P4R0,JACOBS ENGINEERING GROUP INC J ACOBS ENGR GROUP I NC,99.986,0.01,6.35,-500000.0,-500000.0,-499930.0,-499930.0,0.0,0.0,-88.1944,0.0,-88.1944,0.0,0.0,-352.7777,0.0,-352.7777,0.0,0.0,-352.7777,0.0,-352.7777,AA,-49993.0
8/21/2023,66TX0547,TX26,USD,Corporate Bonds,,649840CV5,,NEW YORK ST ELEC & GAS CORP SR 144A NT 33 RULE 144A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-243.75,0.0,-243.75,0.0,0.0,-243.75,0.0,-243.75,BBB-,0.0
8/21/2023,66TX0547,TX26,USD,Corporate Bonds,,655844CS5,BRZW957,NORFOLK SOUTHN CORP SR NT 5.35%54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-148.6111,0.0,-148.6111,0.0,0.0,-148.6111,0.0,-148.6111,BB-,0.0
